word_id,words,pron,letter_order,letter,type,meaning_cn,meaning_zh_
1,遭う,あい,1,あ,自五,遇到,遇到
2,遇う,あい,1,あ,自五,遭遇,遭遇
3,挨拶,あいさつ,1,あ,名，サ変,问候,問候
4,間,あいだ,1,あ,名,间隔,間隔
5,会う,あう,1,あ,自五,见面,見面
6,合う,あう,1,あ,自五，辅助,适合,適合
7,喘ぐ,あえぐ,1,あ,自五,喘气,喘氣
8,青い,あおい,1,あ,形,蓝色,藍色
9,仰ぐ,あおぐ,1,あ,他五,仰望,仰望
10,煽ぐ,あおぐ,1,あ,他五,扇风、煽动,扇風、煽動
11,赤,あか,1,あ,名,红色,紅色
12,赤い,あかい,1,あ,形,红色的,紅色的
13,上がる,あがる,1,あ,自五，辅助,上升,上升
14,明るい,あかるい,1,あ,形,明亮,明亮
15,秋,あき,1,あ,名,秋天,秋天
16,明らか,あきらか,1,あ,形動,明显,明顯
17,開く,あく,1,あ,自五,打开,打開
18,明く,あく,1,あ,自五,被敝开,被敝開
19,空く,あく,1,あ,自五,空闲,空閒
20,開く,あく,1,あ,自五,打开,打開
21,明く,あく,1,あ,自五,被敝开,被敝開
22,明ける,あける,1,あ,他下一,天亮,天亮
23,空ける,あける,1,あ,他下一,腾空,騰空
24,挙げる,あげる,1,あ,他下一,举起,舉起
25,上げる,あげる,1,あ,他下一,提高,提高
26,揚げる,あげる,1,あ,他下一,油炸,油炸
27,憧れる,あこがれる,1,あ,自下一,憧憬,憧憬
28,朝,あさ,1,あ,名,早晨,早晨
29,浅い,あさい,1,あ,形,浅的,淺的
30,鮮やか,あざやか,1,あ,形動,鲜艳,鮮豔
31,足,あし,1,あ,名,脚,腳
32,味,あじ,1,あ,名,味道,味道
33,明日,あした,1,あ,名,明天,明天
34,味わう,あじわう,1,あ,他五,品尝,品嚐
35,預かる,あずかる,1,あ,他五,保管,保管
36,預ける,あずける,1,あ,他下一,寄存,寄存
37,焦る,あせる,1,あ,自五,着急,著急
38,遊ぶ,あそぶ,1,あ,自五,游玩,遊玩
39,与える,あたえる,1,あ,他下一,给予,給予
40,暖かい,あたたかい,1,あ,形,温暖（指天气、气候）,溫暖（指天氣、氣候）
41,温かい,あたたかい,1,あ,形,温热（指物体、食物、态度、心意）,溫熱（指物體、食物、態度、心意）
42,頭,あたま,1,あ,名,头部,頭部
43,新しい,あたらしい,1,あ,形,新的,新的
44,辺り,あたり,1,あ,名,附近,附近
45,当たり前,あたりまえ,1,あ,形動,理所当然,理所當然
46,当たる,あたる,1,あ,自五,命中,命中
47,あちこち,あちこち,1,あ,代,四处,四處
48,あちら,あちら,1,あ,代，名,那边,那邊
49,熱い,あつい,1,あ,形,烫的,燙的
50,暑い,あつい,1,あ,形,炎热,炎熱
51,厚い,あつい,1,あ,形,厚的,厚的
52,篤い,あつい,1,あ,形,深厚,深厚
53,扱う,あつかう,1,あ,他五,处理,處理
54,あっさり,あっさり,1,あ,副,简单,簡單
55,集まる,あつまる,1,あ,自五,聚集,聚集
56,集める,あつめる,1,あ,他下一,收集,收集
57,圧力,あつりょく,1,あ,名,压力,壓力
58,宛て名,あてな,1,あ,名,收件人姓名,收件人姓名
59,当てる,あてる,1,あ,他下一,碰撞,碰撞
60,後,あと,1,あ,名,之后,之後
61,後始末,あとしまつ,1,あ,名，サ変,善后处理,善後處理
62,穴,あな,1,あ,名,穴,穴
63,孔,あな,1,あ,名,洞,洞
64,貴方,あなた,1,あ,代,你,你
65,兄,あに,1,あ,名,哥哥,哥哥
66,姉,あね,1,あ,名,姐姐,姐姐
67,あの,あの,1,あ,連体,那个,那個
68,暴く,あばく,1,あ,他五,揭露,揭露
69,暴れる,あばれる,1,あ,自下一,胡闹,胡鬧
70,浴びせる,あびせる,1,あ,他下一,浇水,澆水
71,浴びる,あびる,1,あ,他上一,沐浴,沐浴
72,危ない,あぶない,1,あ,形,危险,危險
73,油,あぶら,1,あ,名,油（液体，如食用油、机油等）,油（液體，如食用油、機油等）
74,脂,あぶら,1,あ,名,脂肪（固态，如动物脂肪、皮脂等）,脂肪（固態，如動物脂肪、皮脂等）
75,溢れる,あふれる,1,あ,自下一,溢出,溢出
76,阿呆,あほう,1,あ,名，形動,傻瓜,傻瓜
77,甘い,あまい,1,あ,形,甜的,甜的
78,甘える,あまえる,1,あ,自下一,撒娇,撒嬌
79,余る,あまる,1,あ,自五,剩余,剩餘
80,網,あみ,1,あ,名,网,網
81,編む,あむ,1,あ,他五,编织,編織
82,雨,あめ,1,あ,名,雨,雨
83,怪しい,あやしい,1,あ,形,可疑,可疑
84,怪しむ,あやしむ,1,あ,他五,怀疑,懷疑
85,操る,あやつる,1,あ,他五,操控,操控
86,過ち,あやまち,1,あ,名,错误,錯誤
87,誤る,あやまる,1,あ,他五,弄错,弄錯
88,謝る,あやまる,1,あ,他五,道歉,道歉
89,荒い,あらい,1,あ,形,粗暴,粗暴
90,洗う,あらう,1,あ,他五,清洗,清洗
91,粗筋,あらすじ,1,あ,名,概要,概要
92,争う,あらそう,1,あ,他五,争斗,爭鬥
93,改まる,あらたまる,1,あ,自五,改变,改變
94,改める,あらためる,1,あ,他下一,修正,修正
95,現す,あらわす,1,あ,他五,展现,展現
96,著す,あらわす,1,あ,他五,著作,著作
97,表わす,あらわす,1,あ,他五,表达,表達
98,現れる,あらわれる,1,あ,自下一,出现,出現
99,有り難い,ありがたい,1,あ,形,感激,感激
100,ありがとう,ありがとう,1,あ,感,谢谢,謝謝
101,在る,ある,1,あ,自五,存在,存在
102,或いは,あるいは,1,あ,接,或者,或者
103,歩く,あるく,1,あ,自五,步行,步行
104,あれ,あれ,1,あ,代名，感,那个,那個
105,荒れる,あれる,1,あ,自下一,荒废,荒廢
106,泡,あわ,1,あ,名,泡沫,泡沫
107,淡い,あわい,1,あ,形,淡的,淡的
108,合わせる,あわせる,1,あ,他下一,调整、配合,調整、配合
109,併わせる,あわせる,1,あ,他下一,合并、统一,合併、統一
110,慌ただしい,あわただしい,1,あ,形,匆忙,匆忙
111,慌てる,あわてる,1,あ,自下一,慌张,慌張
112,哀れ,あわれ,1,あ,名,悲哀,悲哀
113,暗記,あんき,1,あ,名，サ変,背诵,背誦
114,安心,あんしん,1,あ,名，サ変，行動,安心,安心
115,安全,あんぜん,1,あ,名，形動,安全,安全
116,安定,あんてい,1,あ,名，サ変,稳定,穩定
117,案内,あんない,1,あ,名，サ変,指引,指引
118,良い,いい,2,い,形,好、良好,好、良好
119,好い,いい,2,い,形,好、良好,好、良好
120,いい加減,いいかげん,2,い,名，副，形動,适度,適度
121,言う,いう,2,い,自，他五,说,說
122,家,いえ,2,い,名,家,家
123,家柄,いえがら,2,い,名,家世,家世
124,以下,いか,2,い,名,以下,以下
125,如何,いかが,2,い,副，形動,如何,如何
126,生かす,いかす,2,い,他五,活用,活用
127,息,いき,2,い,名,呼吸,呼吸
128,勢い,いきおい,2,い,名,气势,氣勢
129,息抜き,いきぬき,2,い,名，サ変,放松,放鬆
130,生きる,いきる,2,い,自上一,生存,生存
131,行く,いく,2,い,自五,去,去
132,幾つ,いくつ,2,い,名,几岁,幾歲
133,幾ら,いくら,2,い,名,多少钱,多少錢
134,池,いけ,2,い,名,池塘,池塘
135,いけない,いけない,2,い,形,不行,不行
136,生ける,いける,2,い,他下一,栽培,栽培
137,意見,いけん,2,い,名，サ変,意见,意見
138,以後,いご,2,い,名,以后,以後
139,勇ましい,いさましい,2,い,形,勇敢,勇敢
140,石,いし,2,い,名,石头,石頭
141,意地,いじ,2,い,名,固执,固執
142,維持,いじ,2,い,名，サ変,维持,維持
143,医者,いしゃ,2,い,名,医生,醫生
144,以上,いじょう,2,い,名,以上,以上
145,椅子,いす,2,い,名,椅子,椅子
146,忙しい,いそがしい,2,い,形,忙碌,忙碌
147,急ぐ,いそぐ,2,い,自他五,赶快,趕快
148,痛い,いたい,2,い,形,疼痛,疼痛
149,抱く,いだく,2,い,他五,拥抱,擁抱
150,致す,いたす,2,い,他五,做,做
151,頂く,いただく,2,い,他五,领受、接受,領受、接受
152,戴く,いただく,2,い,他五,领受、接受,領受、接受
153,痛む,いたむ,2,い,自五,疼痛、损伤,疼痛、損傷
154,傷む,いたむ,2,い,自五,损坏、腐烂,損壞、腐爛
155,至る,いたる,2,い,自五,到达,到達
156,位置,いち,2,い,名,位置,位置
157,一時,いちじ,2,い,名，副,暂时,暫時
158,著しい,いちじるしい,2,い,形,显著,顯著
159,一日,いちにち,2,い,名,一天,一天
160,一番,いちばん,2,い,名，副,第一,第一
161,一面,いちめん,2,い,名,一面,一面
162,何時,いつ,2,い,代,什么时候,什麼時候
163,一緒,いっしょ,2,い,名,一起,一起
164,一杯,いっぱい,2,い,名，副,满满,滿滿
165,一般,いっぱん,2,い,名,一般,一般
166,一方,いっぽう,2,い,名，副助，接,一方面,一方面
167,いつも,いつも,2,い,副,总是,總是
168,偽る,いつわる,2,い,他五,欺骗,欺騙
169,糸,いと,2,い,名,线,線
170,従兄弟,いとこ,2,い,名,堂兄弟姐妹,堂兄弟姐妹
171,以内,いない,2,い,接尾,以内,以內
172,田舎,いなか,2,い,名,乡下,鄉下
173,犬,いぬ,2,い,名,狗,狗
174,稲,いね,2,い,名,稻米,稻米
175,命,いのち,2,い,名,生命,生命
176,祈る,いのる,2,い,他五,祈祷,祈禱
177,威張る,いばる,2,い,自五,自大,自大
178,今,いま,2,い,名，副,现在,現在
179,居間,いま,2,い,名,客厅,客廳
180,戒める,いましめる,2,い,他下一,警戒,警戒
181,意味,いみ,2,い,名,意思,意思
182,妹,いもうと,2,い,名,妹妹,妹妹
183,嫌,いや,2,い,形動,讨厌,討厭
184,いよいよ,いよいよ,2,い,副,终于,終於
185,以来,いらい,2,い,名,以来,以來
186,いらいら,いらいら,2,い,副，サ変,焦躁,焦躁
187,いらっしゃる,いらっしゃる,2,い,自五,在场,在場
188,入る,いる,2,い,自五,进入,進入
189,要る,いる,2,い,自五,需要,需要
190,居る,いる,2,い,自上一,存在,存在
191,入れる,いれる,2,い,他下一,放入,放入
192,色,いろ,2,い,名,颜色,顏色
193,色色,いろいろ,2,い,名，副，形動,各种各样,各種各樣
194,祝う,いわう,2,い,他五,庆祝,慶祝
195,印象,いんしょう,2,い,名,印象,印象
196,上,うえ,3,う,名,上面,上面
197,植える,うえる,3,う,他下一,种植,種植
198,伺う,うかがう,3,う,他五,请教,請教
199,浮かぶ,うかぶ,3,う,自五,浮现,浮現
200,浮く,うく,3,う,自五,漂浮,漂浮
201,受け入れる,うけいれる,3,う,他下一,接受,接受
202,受け付ける,うけつける,3,う,他下一,受理,受理
203,受け取る,うけとる,3,う,他五,接收,接收
204,受ける,うける,3,う,自，他下一,接受,接受
205,動かす,うごかす,3,う,他五,移动（他动词）,移動（他動詞）
206,動く,うごく,3,う,自五,移动（自动词）,移動（自動詞）
207,牛,うし,3,う,名,牛,牛
208,失う,うしなう,3,う,他五,失去,失去
209,後ろ,うしろ,3,う,名,后面,後面
210,薄い,うすい,3,う,形,薄的,薄的
211,嘘,うそ,3,う,名,谎言,謊言
212,歌う,うたう,3,う,他五,唱歌,唱歌
213,疑う,うたがう,3,う,他五,怀疑,懷疑
214,疑わしい,うたがわしい,3,う,形,可疑,可疑
215,家,うち,3,う,名,家,家
216,内,うち,3,う,名,内部,內部
217,打ち合わせる,うちあわせる,3,う,他下一,商议,商議
218,打つ,うつ,3,う,自他五,打（击）,打（擊）
219,うっかり,うっかり,3,う,副，サ変,不小心,不小心
220,美しい,うつくしい,3,う,形,美丽,美麗
221,移す,うつす,3,う,他五,移动,移動
222,写す,うつす,3,う,他五,拍摄、抄写,拍攝、抄寫
223,映す,うつす,3,う,他五,反映、映射,反映、映射
224,訴える,うったえる,3,う,他下一,控诉,控訴
225,移る,うつる,3,う,自五,迁移,遷移
226,写る,うつる,3,う,自五,拍摄、映出,拍攝、映出
227,映る,うつる,3,う,自五,映照、显现,映照、顯現
228,促す,うながす,3,う,他五,促进,促進
229,奪う,うばう,3,う,他五,夺取,奪取
230,馬,うま,3,う,名,马,馬
231,旨い,うまい,3,う,形,美味,美味
232,生まれる,うまれる,3,う,自下一,出生,出生
233,海,うみ,3,う,名,海洋,海洋
234,生む,うむ,3,う,他五,生产、产出,生產、產出
235,産む,うむ,3,う,他五,生育、诞生,生育、誕生
236,埋める,うめる,3,う,他下一,埋藏,埋藏
237,裏,うら,3,う,名,背面,背面
238,裏切る,うらぎる,3,う,他五,背叛,背叛
239,恨む,うらむ,3,う,他五,怨恨,怨恨
240,羨ましい,うらやましい,3,う,形,羡慕,羨慕
241,売る,うる,3,う,他五,贩卖,販賣
242,潤う,うるおう,3,う,自五,滋润,滋潤
243,煩い,うるさい,3,う,形,吵闹、烦人,吵鬧、煩人
244,五月蠅い,うるさい,3,う,形,吵闹、烦人,吵鬧、煩人
245,嬉しい,うれしい,3,う,形,开心,開心
246,うろうろ,うろうろ,3,う,副，サ変,徘徊,徘徊
247,噂,うわさ,3,う,名,传闻,傳聞
248,運転,うんてん,3,う,名，サ変,驾驶,駕駛
249,運動,うんどう,3,う,名，サ変,运动,運動
250,運命,うんめい,3,う,名,命运,命運
251,絵,え,4,え,名,画,畫
252,映画,えいが,4,え,名,电影,電影
253,影響,えいきょう,4,え,名，サ変,影响,影響
254,営業,えいぎょう,4,え,名，サ変,营业,營業
255,英語,えいご,4,え,名,英语,英語
256,描く,えがく,4,え,他五,描绘,描繪
257,駅,えき,4,え,名,车站,車站
258,閲覧,えつらん,4,え,名，サ変,阅览,閱覽
259,偉い,えらい,4,え,形,伟大,偉大
260,選ぶ,えらぶ,4,え,他五,选择,選擇
261,得る,える,4,え,他下一,获得,獲得
262,円,えん,4,え,名,圆形、日圆,圓形、日圓
263,演じる,えんじる,4,え,他上一,表演,表演
264,延長,えんちょう,4,え,名，サ変,延长,延長
265,遠慮,えんりょ,4,え,名，自サ,客气、顾虑,客氣、顧慮
266,美味しい,おいしい,5,お,形,美味,美味
267,追う,おう,5,お,他五,追赶,追趕
268,負う,おう,5,お,他五,承担,承擔
269,応援,おうえん,5,お,名，サ変,应援,應援
270,応接,おうせつ,5,お,名，サ変,接待,接待
271,応募,おうぼ,5,お,名，サ変,应征,應徵
272,応用,おうよう,5,お,名，サ変,应用,應用
273,多い,おおい,5,お,形,多,多
274,覆う,おおう,5,お,他五,覆盖,覆蓋
275,大きい,おおきい,5,お,形,大,大
276,大きな,おおきな,5,お,連体,巨大,巨大
277,大勢,おおぜい,5,お,名,人数众多,人數眾多
278,可笑しい,おかしい,5,お,形,可笑,可笑
279,侵す,おかす,5,お,他五,侵略,侵略
280,犯す,おかす,5,お,他五,犯罪,犯罪
281,冒す,おかす,5,お,他五,冒犯,冒犯
282,補う,おぎなう,5,お,他五,补充,補充
283,起きる,おきる,5,お,自上一,起床,起床
284,奥,おく,5,お,名,深处,深處
285,億,おく,5,お,名,亿,億
286,置く,おく,5,お,自他五,放置,放置
287,送る,おくる,5,お,他五,寄送,寄送
288,贈る,おくる,5,お,他五,赠送,贈送
289,遅れる,おくれる,5,お,自下一,迟到,遲到
290,起こす,おこす,5,お,他五,唤醒、引起,喚醒、引起
291,興す,おこす,5,お,他五,振兴、兴办,振興、興辦
292,行う,おこなう,5,お,他五,实行,實行
293,起る,おこる,5,お,自五,发生,發生
294,怒る,おこる,5,お,自五,生气,生氣
295,押さえる,おさえる,5,お,他下一,按压,按壓
296,抑える,おさえる,5,お,他下一,抑制,抑制
297,幼い,おさない,5,お,形,幼小,幼小
298,治まる,おさまる,5,お,自五,平息,平息
299,収まる,おさまる,5,お,自五,收纳,收納
300,納まる,おさまる,5,お,自五,缴纳,繳納
301,修まる,おさまる,5,お,自五,修养,修養
302,治める,おさめる,5,お,他下一,治理,治理
303,収める,おさめる,5,お,他下一,获得,獲得
304,納める,おさめる,5,お,他下一,支付,支付
305,修める,おさめる,5,お,他下一,学习,學習
306,惜しい,おしい,5,お,形,遗憾,遺憾
307,お爺さん,おじいさん,5,お,名,祖父,祖父
308,教える,おしえる,5,お,他下一,教导,教導
309,惜しむ,おしむ,5,お,他五,珍惜,珍惜
310,おしゃべり,おしゃべり,5,お,形動，名，サ変,聊天,聊天
311,押す,おす,5,お,他五,按压、推动,按壓、推動
312,推す,おす,5,お,他五,推荐、推举,推薦、推舉
313,捺す,おす,5,お,他五,按压、盖章,按壓、蓋章
314,お世辞,おせじ,5,お,名,客套话,客套話
315,汚染,おせん,5,お,名,污染,污染
316,遅い,おそい,5,お,形,慢,慢
317,襲う,おそう,5,お,他五,袭击,襲擊
318,恐れ入る,おそれいる,5,お,自五,折服,折服
319,恐れる,おそれる,5,お,自下一,害怕,害怕
320,恐ろしい,おそろしい,5,お,形,可怕,可怕
321,教わる,おそわる,5,お,他五,学习,學習
322,穏やか,おだやか,5,お,形動,稳定,穩定
323,陥る,おちいる,5,お,自五,陷入,陷入
324,落ち着く,おちつく,5,お,自五,冷静,冷靜
325,お茶,おちゃ,5,お,名,茶,茶
326,落ちる,おちる,5,お,自上一,掉落,掉落
327,おっしゃる,おっしゃる,5,お,他五,说,說
328,夫,おっと,5,お,名,丈夫,丈夫
329,音,おと,5,お,名,声音,聲音
330,弟,おとうと,5,お,名,弟弟,弟弟
331,男,おとこ,5,お,名,男人,男人
332,陥れる,おとしいれる,5,お,他下一,陷害,陷害
333,落とす,おとす,5,お,他五,落下,落下
334,訪れる,おとずれる,5,お,自下一,拜访,拜訪
335,一昨日,おととい,5,お,名,前天,前天
336,一昨年,おととし,5,お,名,前年,前年
337,大人,おとな,5,お,名,成年人,成年人
338,大人しい,おとなしい,5,お,形,温顺,溫順
339,踊る,おどる,5,お,自五,跳舞,跳舞
340,驚く,おどろく,5,お,自五,惊讶,驚訝
341,同じ,おなじ,5,お,連体，形動,相同,相同
342,鬼,おに,5,お,名,鬼,鬼
343,覚える,おぼえる,5,お,他下一,记住,記住
344,重い,おもい,5,お,形,沉重,沉重
345,思い出,おもいで,5,お,名,回忆,回憶
346,思う,おもう,5,お,他五,思考,思考
347,面白い,おもしろい,5,お,形,有趣,有趣
348,玩具,おもちゃ,5,お,名,玩具,玩具
349,表,おもて,5,お,名,表面,表面
350,親,おや,5,お,名,父母,父母
351,泳ぐ,およぐ,5,お,自五,游泳,游泳
352,及ぶ,およぶ,5,お,自五,涉及,涉及
353,降りる,おりる,5,お,自上一,下降,下降
354,下りる,おりる,5,お,自上一,下来,下來
355,折る,おる,5,お,他五,折断,折斷
356,降ろす,おろす,5,お,他五,放下,放下
357,下ろす,おろす,5,お,他五,取下,取下
358,終わる,おわる,5,お,自他五,结束,結束
359,音楽,おんがく,5,お,名,音乐,音樂
360,温度,おんど,5,お,名,温度,溫度
361,女,おんな,5,お,名,女性,女性
362,海外,かいがい,6,か,名,海外,海外
363,会議,かいぎ,6,か,名,会议,會議
364,会計,かいけい,6,か,名,会计,會計
365,解決,かいけつ,6,か,名，サ変,解决,解決
366,会合,かいごう,6,か,名，サ変,聚会,聚會
367,外交,がいこう,47,か,名,外交,外交
368,外向,がいこう,47,か,名,外向,外向
369,外国,がいこく,47,か,名,外国,外國
370,解散,かいさん,6,か,名，サ変,解散,解散
371,開始,かいし,6,か,名，サ変,开始,開始
372,会社,かいしゃ,6,か,名,公司,公司
373,階段,かいだん,6,か,名,楼梯,樓梯
374,解答,かいとう,6,か,名，サ変,解答,解答
375,買い物,かいもの,6,か,名,购物,購物
376,会話,かいわ,6,か,名，サ変,对话,對話
377,買う,かう,6,か,他五,购买,購買
378,返す,かえす,6,か,他五,归还,歸還
379,かえって,かえって,6,か,副,反而,反而
380,顧みる,かえりみる,6,か,他上一,回顾、反省,回顧、反省
381,省みる,かえりみる,6,か,他上一,反省、检讨,反省、檢討
382,返る,かえる,6,か,自五,返回,返回
383,帰る,かえる,6,か,自五,回家,回家
384,代える,かえる,6,か,他下一,更换,更換
385,換える,かえる,6,か,他下一,交换,交換
386,替える,かえる,6,か,他下一,替代,替代
387,変える,かえる,6,か,他下一,改变,改變
388,顔,かお,6,か,名,脸,臉
389,香る,かおる,6,か,自五,散发香气,散發香氣
390,薫る,かおる,6,か,自五,散发香气,散發香氣
391,抱える,かかえる,6,か,他下一,抱住,抱住
392,科学,かがく,6,か,名,科学,科學
393,掲げる,かかげる,6,か,他下一,举起,舉起
394,鏡,かがみ,6,か,名,镜子,鏡子
395,掛かる,かかる,6,か,自五,悬挂,懸掛
396,拘わらず,かかわらず,6,か,連,无论,無論
397,関る,かかわる,6,か,自五,关联,關聯
398,鍵,かぎ,6,か,名,钥匙,鑰匙
399,限る,かぎる,6,か,他五,限制,限制
400,書く,かく,6,か,他五,书写,書寫
401,隠す,かくす,6,か,他五,隐藏,隱藏
402,学生,がくせい,47,か,名,学生,學生
403,学費,がくひ,47,か,名,学费,學費
404,学歴,がくれき,47,か,名,学历,學歷
405,隠れる,かくれる,6,か,自下一,躲藏,躲藏
406,影,かげ,6,か,名,影子,影子
407,欠ける,かける,6,か,自下一,缺少,缺少
408,掛ける,かける,6,か,他下一,挂上,掛上
409,加減,かげん,6,か,名，サ変,调整,調整
410,過去,かこ,6,か,名,过去,過去
411,囲む,かこむ,6,か,他五,包围,包圍
412,傘,かさ,6,か,名,雨伞,雨傘
413,重ねる,かさねる,6,か,他下一,重迭,重疊
414,飾る,かざる,6,か,他五,装饰,裝飾
415,菓子,かし,6,か,名,点心,點心
416,貸す,かす,6,か,他五,借出,借出
417,数,かず,6,か,名,数量,數量
418,風,かぜ,6,か,名,风,風
419,風邪,かぜ,6,か,名,感冒,感冒
420,稼ぐ,かせぐ,6,か,自他五,赚钱,賺錢
421,数える,かぞえる,6,か,他下一,计数,計數
422,家族,かぞく,6,か,名,家庭,家庭
423,肩,かた,6,か,名,肩膀,肩膀
424,固い,かたい,6,か,形,坚固,堅固
425,硬い,かたい,6,か,形,硬,硬
426,堅い,かたい,6,か,形,严密,嚴密
427,片付ける,かたづける,6,か,他下一,整理,整理
428,固まる,かたまる,6,か,自五,凝固,凝固
429,傾く,かたむく,6,か,自五,倾斜,傾斜
430,固める,かためる,6,か,他下一,使坚固,使堅固
431,勝つ,かつ,6,か,自五,胜利,勝利
432,学科,がっか,47,か,名,学科,學科
433,がっかり,がっかり,47,か,副，サ変,失望,失望
434,担ぐ,かつぐ,6,か,他五,背负,背負
435,学校,がっこう,47,か,名,学校,學校
436,勝手,かって,6,か,名，形動,任意,任意
437,悲しい,かなしい,6,か,形,悲伤,悲傷
438,悲しむ,かなしむ,6,か,他五,感到悲伤,感到悲傷
439,必ず,かならず,6,か,副,一定,一定
440,金,かね,6,か,名,金钱,金錢
441,鞄,かばん,6,か,名,包包,包包
442,壁,かべ,6,か,名,墙壁,牆壁
443,我慢,がまん,47,か,名，サ変,忍耐,忍耐
444,神,かみ,6,か,名,神明,神明
445,紙,かみ,6,か,名,纸张,紙張
446,髪,かみ,6,か,名,头发,頭髮
447,雷,かみなり,6,か,名,雷电,雷電
448,噛む,かむ,6,か,他五,咬,咬
449,痒い,かゆい,6,か,形,发痒,發癢
450,通う,かよう,6,か,自五,通学,通學
451,辛い,からい,6,か,形,辛苦,辛苦
452,体,からだ,6,か,名,身体,身體
453,借りる,かりる,6,か,他上一,借入,借入
454,軽い,かるい,6,か,形,轻盈,輕盈
455,彼,かれ,6,か,名，代,他,他
456,枯れる,かれる,6,か,自下一,枯萎,枯萎
457,川,かわ,6,か,名,河流,河流
458,河,かわ,6,か,名,河川,河川
459,皮,かわ,6,か,名,皮肤、外皮,皮膚、外皮
460,革,かわ,6,か,名,皮革,皮革
461,側,がわ,47,か,名,旁边,旁邊
